eim_slug,PolID,NGA,year,Pop,Terr,Hier,Gov,Infra,Info,Money,log_Pop,log_Terr,z_log_Pop,z_log_Terr,z_Hier,z_Gov,z_Infra,z_Info,z_Money,E,I,E_prev,I_prev,dE,dI,eta_E,eta_I,eta_ratio,collapse_year,formation_year,years_to_collapse,collapse_next_100y,collapse_next_50y,collapse_next_150y
middle_egyptian_kingdom,EgMidKg,Upper Egypt,-2000,6.301029996,5.376576957,5.166666667,0.6,0.741666667,0.846153846,0.45,1.9880154335438,1.8526314262585355,0.0,-1.403696622284878,0.0,0.0,0.0,0.0,0.0,-0.7018483111424391,0.0,,,,,,,,-1675.0,-2035.5,325.0,0,0,0
middle_egyptian_kingdom,EgMidKg,Upper Egypt,-1900,6.301029996,5.615950052,5.166666667,0.6,0.741666667,0.846153846,0.45,1.9880154335438,1.8894834081161085,0.0,0.5527616100604574,0.0,0.0,0.0,0.0,0.0,0.2763808050302287,0.0,-0.7018483111424391,0.0,0.9782291161726676,0.0,-1.3937899409921606,,,-1675.0,-2035.5,225.0,0,0,0
middle_egyptian_kingdom,EgMidKg,Upper Egypt,-1800,6.301029996,5.653212514,5.166666667,0.6,0.741666667,0.846153846,0.45,1.9880154335438,1.8950998228318907,0.0,0.8509350122244325,0.0,0.0,0.0,0.0,0.0,0.4254675061122162,0.0,0.2763808050302287,0.0,0.1490867010819875,0.0,0.5394249469158373,,,-1675.0,-2035.5,125.0,0,0,1
mongol_y_an,MnMongE,Orkhon Valley,1200,5.0,4.903089987,2.666666667,0.363636364,0.0,0.153846154,0.166666667,1.791759469228055,1.7754759404249276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1339.0,1203.0,139.0,0,0,1
new_assyrian_neo_assyrian,IqNAssr,Southern Mesopotamia,-700,6.75282051,6.146128036,4.833333333,0.490909091,0.8625,0.538461538,0.5,2.048056713930525,1.966570676597159,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,-612.0,-900.0,88.0,1,0,1
new_assyrian_neo_assyrian,IqNAssr,Galilee,-700,6.574858805,6.146128036,4.833333333,0.490909091,0.8625,0.538461538,0.5,2.024834711617753,1.966570676597159,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.5,0.0,-1.0,0.0,-2.0,,,-612.0,-900.0,88.0,1,0,1
new_babylonian_empire_neo_babylonian_chaldean_dynasty,IqNeoBb,Southern Mesopotamia,-600,6.694514986,5.903089987,5.5,0.6,0.8875,0.761538462,0.5,2.0405077355448,1.9319691355627804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,-539.0,-618.0,61.0,1,0,1
new_babylonian_empire_neo_babylonian_chaldean_dynasty,IqNeoBb,Galilee,-600,6.694514986,5.903089987,5.5,0.6,0.8875,0.761538462,0.5,2.0405077355448,1.9319691355627804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-539.0,-618.0,61.0,1,0,1
new_egyptian_kingdom,EgNKThu,Upper Egypt,-1500,6.593839661,5.812913357,5.833333333,0.69,0.75,0.915384615,0.45,2.027337347680994,1.9188198344055136,0.0,-1.3756218994349587,0.0,0.0,0.0,-1.0,0.0,-0.6878109497174794,-0.2,,,,,,,,-1069.5,-1550.0,430.5,0,0,0
new_egyptian_kingdom,EgNKThu,Upper Egypt,-1400,6.593839661,5.954242509,5.833333333,0.69,0.75,0.915384615,0.45,2.027337347680994,1.939351906287935,0.0,0.4036485096480737,0.0,0.0,0.0,-1.0,0.0,0.2018242548240368,-0.2,-0.6878109497174794,-0.2,0.8896352045415162,0.0,-1.2934298369442023,-0.0,0.0,-1069.5,-1550.0,330.5,0,0,0
new_egyptian_kingdom,EgNKThu,Upper Egypt,-1300,6.593839661,6.0,5.833333333,0.69,0.75,0.915384615,0.45,2.027337347680994,1.9459101490553128,0.0,0.9719733897869044,0.0,0.0,0.0,-1.0,0.0,0.4859866948934521,-0.2,0.2018242548240368,-0.2,0.2841624400694152,0.0,1.4079697225547347,-0.0,-0.0,-1069.5,-1550.0,230.5,0,0,0
old_egytpian_kingdom,EgOldK1,Upper Egypt,-2600,6.096910013,5.327358934,5.5,0.63,0.7,0.853846154,0.45,1.9596594798795368,1.844882919075626,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.4,,,,,,,,-2155.0,-2621.0,445.0,0,0,0
old_egytpian_kingdom,EgOldK1,Upper Egypt,-2500,6.096910013,5.327358934,5.5,0.63,0.7,0.853846154,0.45,1.9596594798795368,1.844882919075626,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.4,1.0,0.4,0.0,0.0,0.0,0.0,,-2155.0,-2621.0,345.0,0,0,0
old_egytpian_kingdom,EgOldK1,Upper Egypt,-2400,6.096910013,5.327358934,5.5,0.63,0.7,0.853846154,0.45,1.9596594798795368,1.844882919075626,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.4,1.0,0.4,0.0,0.0,0.0,0.0,,-2155.0,-2621.0,245.0,0,0,0
